"Region","Age","year","PopSize","ageGroup2","ageGroup3","ageGroup5","ageGroup6","ageGroup7"
"West Midlands",68,2018,59786,"adults","65+","65+","65+","65+"
"West Midlands",68,2019,57840,"adults","65+","65+","65+","65+"
"West Midlands",68,2020,57177,"adults","65+","65+","65+","65+"
"West Midlands",68,2021,58521,"adults","65+","65+","65+","65+"
"West Midlands",68,2022,58856,"adults","65+","65+","65+","65+"
"West Midlands",68,2023,57508,"adults","65+","65+","65+","65+"
"West Midlands",68,2024,57508,"adults","65+","65+","65+","65+"
"West Midlands",69,2001,46216,"adults","65+","65+","65+","65+"
"West Midlands",69,2002,44778,"adults","65+","65+","65+","65+"
"West Midlands",69,2003,44082,"adults","65+","65+","65+","65+"
"West Midlands",69,2004,45569,"adults","65+","65+","65+","65+"
"West Midlands",69,2005,46789,"adults","65+","65+","65+","65+"
"West Midlands",69,2006,47923,"adults","65+","65+","65+","65+"
"West Midlands",69,2007,48517,"adults","65+","65+","65+","65+"
"West Midlands",69,2008,48496,"adults","65+","65+","65+","65+"
"West Midlands",69,2009,48058,"adults","65+","65+","65+","65+"
"West Midlands",69,2010,45906,"adults","65+","65+","65+","65+"
"West Midlands",69,2011,50050,"adults","65+","65+","65+","65+"
"West Midlands",69,2012,55152,"adults","65+","65+","65+","65+"
"West Midlands",69,2013,58880,"adults","65+","65+","65+","65+"
"West Midlands",69,2014,56740,"adults","65+","65+","65+","65+"
"West Midlands",69,2015,55469,"adults","65+","65+","65+","65+"
"West Midlands",69,2016,68673,"adults","65+","65+","65+","65+"
"West Midlands",69,2017,63952,"adults","65+","65+","65+","65+"
"West Midlands",69,2018,60974,"adults","65+","65+","65+","65+"
"West Midlands",69,2019,58988,"adults","65+","65+","65+","65+"
"West Midlands",69,2020,56982,"adults","65+","65+","65+","65+"
"West Midlands",69,2021,56374,"adults","65+","65+","65+","65+"
"West Midlands",69,2022,57738,"adults","65+","65+","65+","65+"
"West Midlands",69,2023,57999,"adults","65+","65+","65+","65+"
"West Midlands",69,2024,57999,"adults","65+","65+","65+","65+"
"West Midlands",70,2001,45921,"adults","65+","65+","65+","65+"
"West Midlands",70,2002,45221,"adults","65+","65+","65+","65+"
"West Midlands",70,2003,43792,"adults","65+","65+","65+","65+"
"West Midlands",70,2004,43101,"adults","65+","65+","65+","65+"
"West Midlands",70,2005,44668,"adults","65+","65+","65+","65+"
"West Midlands",70,2006,45810,"adults","65+","65+","65+","65+"
"West Midlands",70,2007,47017,"adults","65+","65+","65+","65+"
"West Midlands",70,2008,47664,"adults","65+","65+","65+","65+"
"West Midlands",70,2009,47703,"adults","65+","65+","65+","65+"
"West Midlands",70,2010,47237,"adults","65+","65+","65+","65+"
"West Midlands",70,2011,45055,"adults","65+","65+","65+","65+"
"West Midlands",70,2012,49230,"adults","65+","65+","65+","65+"
"West Midlands",70,2013,54275,"adults","65+","65+","65+","65+"
"West Midlands",70,2014,58011,"adults","65+","65+","65+","65+"
"West Midlands",70,2015,55875,"adults","65+","65+","65+","65+"
"West Midlands",70,2016,54546,"adults","65+","65+","65+","65+"
"West Midlands",70,2017,67736,"adults","65+","65+","65+","65+"
"West Midlands",70,2018,62934,"adults","65+","65+","65+","65+"
"West Midlands",70,2019,60036,"adults","65+","65+","65+","65+"
"West Midlands",70,2020,58043,"adults","65+","65+","65+","65+"
"West Midlands",70,2021,56076,"adults","65+","65+","65+","65+"
"West Midlands",70,2022,55538,"adults","65+","65+","65+","65+"
"West Midlands",70,2023,56885,"adults","65+","65+","65+","65+"
"West Midlands",70,2024,56885,"adults","65+","65+","65+","65+"
"West Midlands",71,2001,44379,"adults","65+","65+","65+","65+"
"West Midlands",71,2002,44728,"adults","65+","65+","65+","65+"
"West Midlands",71,2003,44115,"adults","65+","65+","65+","65+"
"West Midlands",71,2004,42732,"adults","65+","65+","65+","65+"
"West Midlands",71,2005,42065,"adults","65+","65+","65+","65+"
"West Midlands",71,2006,43656,"adults","65+","65+","65+","65+"
"West Midlands",71,2007,44824,"adults","65+","65+","65+","65+"
"West Midlands",71,2008,46058,"adults","65+","65+","65+","65+"
"West Midlands",71,2009,46716,"adults","65+","65+","65+","65+"
"West Midlands",71,2010,46755,"adults","65+","65+","65+","65+"
"West Midlands",71,2011,46341,"adults","65+","65+","65+","65+"
"West Midlands",71,2012,44285,"adults","65+","65+","65+","65+"
"West Midlands",71,2013,48400,"adults","65+","65+","65+","65+"
"West Midlands",71,2014,53336,"adults","65+","65+","65+","65+"
"West Midlands",71,2015,56979,"adults","65+","65+","65+","65+"
"West Midlands",71,2016,54965,"adults","65+","65+","65+","65+"
"West Midlands",71,2017,53751,"adults","65+","65+","65+","65+"
"West Midlands",71,2018,66603,"adults","65+","65+","65+","65+"
"West Midlands",71,2019,61891,"adults","65+","65+","65+","65+"
"West Midlands",71,2020,58970,"adults","65+","65+","65+","65+"
"West Midlands",71,2021,57059,"adults","65+","65+","65+","65+"
"West Midlands",71,2022,55149,"adults","65+","65+","65+","65+"
"West Midlands",71,2023,54519,"adults","65+","65+","65+","65+"
"West Midlands",71,2024,54519,"adults","65+","65+","65+","65+"
"West Midlands",72,2001,42677,"adults","65+","65+","65+","65+"
"West Midlands",72,2002,43169,"adults","65+","65+","65+","65+"
"West Midlands",72,2003,43549,"adults","65+","65+","65+","65+"
"West Midlands",72,2004,42967,"adults","65+","65+","65+","65+"
"West Midlands",72,2005,41582,"adults","65+","65+","65+","65+"
"West Midlands",72,2006,41029,"adults","65+","65+","65+","65+"
"West Midlands",72,2007,42673,"adults","65+","65+","65+","65+"
"West Midlands",72,2008,43867,"adults","65+","65+","65+","65+"
"West Midlands",72,2009,45090,"adults","65+","65+","65+","65+"
"West Midlands",72,2010,45798,"adults","65+","65+","65+","65+"
"West Midlands",72,2011,45873,"adults","65+","65+","65+","65+"
"West Midlands",72,2012,45411,"adults","65+","65+","65+","65+"
"West Midlands",72,2013,43341,"adults","65+","65+","65+","65+"
"West Midlands",72,2014,47520,"adults","65+","65+","65+","65+"
"West Midlands",72,2015,52347,"adults","65+","65+","65+","65+"
"West Midlands",72,2016,55907,"adults","65+","65+","65+","65+"
"West Midlands",72,2017,53933,"adults","65+","65+","65+","65+"
"West Midlands",72,2018,52728,"adults","65+","65+","65+","65+"
"West Midlands",72,2019,65457,"adults","65+","65+","65+","65+"
"West Midlands",72,2020,60761,"adults","65+","65+","65+","65+"
"West Midlands",72,2021,57886,"adults","65+","65+","65+","65+"
"West Midlands",72,2022,56069,"adults","65+","65+","65+","65+"
"West Midlands",72,2023,54135,"adults","65+","65+","65+","65+"
"West Midlands",72,2024,54135,"adults","65+","65+","65+","65+"
"West Midlands",73,2001,40826,"adults","65+","65+","65+","65+"
"West Midlands",73,2002,41295,"adults","65+","65+","65+","65+"
"West Midlands",73,2003,41871,"adults","65+","65+","65+","65+"
"West Midlands",73,2004,42248,"adults","65+","65+","65+","65+"
"West Midlands",73,2005,41684,"adults","65+","65+","65+","65+"
"West Midlands",73,2006,40404,"adults","65+","65+","65+","65+"
"West Midlands",73,2007,39962,"adults","65+","65+","65+","65+"
"West Midlands",73,2008,41652,"adults","65+","65+","65+","65+"
"West Midlands",73,2009,42823,"adults","65+","65+","65+","65+"
"West Midlands",73,2010,44105,"adults","65+","65+","65+","65+"
"West Midlands",73,2011,44864,"adults","65+","65+","65+","65+"
"West Midlands",73,2012,44902,"adults","65+","65+","65+","65+"
"West Midlands",73,2013,44389,"adults","65+","65+","65+","65+"
"West Midlands",73,2014,42501,"adults","65+","65+","65+","65+"
"West Midlands",73,2015,46555,"adults","65+","65+","65+","65+"
"West Midlands",73,2016,51217,"adults","65+","65+","65+","65+"
"West Midlands",73,2017,54765,"adults","65+","65+","65+","65+"
"West Midlands",73,2018,52771,"adults","65+","65+","65+","65+"
"West Midlands",73,2019,51727,"adults","65+","65+","65+","65+"
"West Midlands",73,2020,64073,"adults","65+","65+","65+","65+"
"West Midlands",73,2021,59576,"adults","65+","65+","65+","65+"
"West Midlands",73,2022,56638,"adults","65+","65+","65+","65+"
"West Midlands",73,2023,54781,"adults","65+","65+","65+","65+"
"West Midlands",73,2024,54781,"adults","65+","65+","65+","65+"
"West Midlands",74,2001,40096,"adults","65+","65+","65+","65+"
"West Midlands",74,2002,39437,"adults","65+","65+","65+","65+"
"West Midlands",74,2003,39788,"adults","65+","65+","65+","65+"
"West Midlands",74,2004,40514,"adults","65+","65+","65+","65+"
"West Midlands",74,2005,41007,"adults","65+","65+","65+","65+"
"West Midlands",74,2006,40483,"adults","65+","65+","65+","65+"
"West Midlands",74,2007,39197,"adults","65+","65+","65+","65+"
"West Midlands",74,2008,38903,"adults","65+","65+","65+","65+"
"West Midlands",74,2009,40541,"adults","65+","65+","65+","65+"
"West Midlands",74,2010,41747,"adults","65+","65+","65+","65+"
"West Midlands",74,2011,43105,"adults","65+","65+","65+","65+"
